,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,training_hours,Experience,Company_Size,Last_new_job
263,24295,city_105,0.794,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,85,10,250.0,2
264,32409,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,NGO,57,8,750.0,1
265,16713,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Arts,Pvt Ltd,51,13,75.0,5
266,4863,city_107,0.518,Male,No relevent experience,Full time course,High School,,Pvt Ltd,28,2,,0
267,13274,city_101,0.5579999999999999,Male,Has relevent experience,No enrollment,High School,,,14,3,,0
268,12462,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,Pvt Ltd,5,0,75.0,1
269,8524,city_83,0.923,,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,51,20,250.0,1
270,21728,city_57,0.866,Male,Has relevent experience,No enrollment,Masters,STEM,,32,10,250.0,1
271,20577,city_21,0.624,Female,No relevent experience,Full time course,High School,,Pvt Ltd,40,2,10500.0,0
272,3407,city_128,0.527,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,4,6,30.0,1
273,27184,city_28,0.939,Male,Has relevent experience,No enrollment,Masters,STEM,,54,21,,3
274,28845,city_39,0.898,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,50,14,750.0,1
275,2851,city_102,0.804,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,18,6,30.0,4
276,485,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,200,12,,1
277,7207,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,107,13,250.0,1
278,9005,city_21,0.624,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,200,6,250.0,5
279,4532,city_67,0.855,Male,Has relevent experience,No enrollment,High School,,Funded Startup,5,3,250.0,1
280,23235,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,STEM,Public Sector,21,21,8.0,5
281,5403,city_67,0.855,Male,No relevent experience,No enrollment,High School,,Pvt Ltd,138,6,,0
282,8232,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Arts,Pvt Ltd,103,17,75.0,3
283,40,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,109,11,7500.0,0
284,8991,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,,66,3,,1
285,28620,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,26,5,10500.0,0
286,16355,city_21,0.624,Female,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,72,5,10500.0,1
287,18340,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,Public Sector,182,5,,1
288,5138,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,,40,2,,0
289,12391,city_99,0.915,,No relevent experience,Full time course,High School,,,23,3,,
290,15550,city_16,0.91,Male,Has relevent experience,Full time course,High School,,Pvt Ltd,19,3,75.0,1
291,27155,city_16,0.91,,No relevent experience,,Primary School,,,150,21,,0
292,19883,city_23,0.899,Female,Has relevent experience,No enrollment,Graduate,STEM,,30,3,,2
293,25140,city_65,0.802,,Has relevent experience,Part time course,Graduate,STEM,,25,6,,2
294,27463,city_10,0.895,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,62,21,250.0,2
295,23894,city_73,0.754,,No relevent experience,Full time course,Graduate,STEM,,89,2,,0
296,18285,city_103,0.92,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,26,12,75.0,3
297,25415,city_102,0.804,Male,Has relevent experience,Part time course,Graduate,STEM,,24,21,,1
298,9894,city_102,0.804,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,23,3,8.0,1
299,15242,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,15,21,,5
300,8485,city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,,31,8,,2
301,11982,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,,27,16,75.0,0
302,28370,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,112,21,,1
303,17047,city_103,0.92,,No relevent experience,No enrollment,,,,84,21,750.0,2
304,24941,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,56,4,75.0,1
305,28936,city_90,0.698,Male,Has relevent experience,No enrollment,Graduate,STEM,,52,12,8.0,
306,9562,city_73,0.754,Male,Has relevent experience,No enrollment,Graduate,STEM,,167,21,,1
307,30061,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,67,3,30.0,1
308,2718,city_11,0.55,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,45,5,75.0,1
309,24681,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,200,21,2500.0,5
310,16210,city_73,0.754,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,106,10,250.0,1
311,1517,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,92,8,10500.0,1
312,29475,city_103,0.92,Male,No relevent experience,Full time course,High School,,NGO,4,8,750.0,1
313,32233,city_11,0.55,,No relevent experience,No enrollment,Graduate,STEM,,81,0,,0
314,26601,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,Humanities,,23,21,,1
315,22457,city_21,0.624,,Has relevent experience,,Graduate,STEM,,15,4,250.0,1
316,30759,city_74,0.579,Male,No relevent experience,No enrollment,Graduate,Other,NGO,163,2,30.0,1
317,27417,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,100,21,10500.0,5
318,18983,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,27,3,,1
319,32085,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,11,9,2500.0,2
320,13197,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,108,21,75.0,1
321,14026,city_160,0.92,,Has relevent experience,No enrollment,Graduate,STEM,,39,17,,5
322,19719,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,77,6,75.0,2
323,30046,city_114,0.926,Male,Has relevent experience,Full time course,Masters,STEM,Public Sector,90,5,2500.0,1
324,10446,city_11,0.55,,No relevent experience,Full time course,High School,,,48,1,,1
325,5907,city_149,0.6890000000000001,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,35,3,75.0,1
326,1392,city_103,0.92,,No relevent experience,No enrollment,Primary School,,Pvt Ltd,15,1,,0
327,10348,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,28,18,75.0,5
328,7957,city_152,0.698,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,42,15,,1
329,19058,city_103,0.92,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,55,15,,1
330,19243,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,,31,19,250.0,1
331,7770,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,25,2,10500.0,
332,15910,city_97,0.925,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,41,15,2500.0,1
333,30486,city_30,0.698,,No relevent experience,Full time course,,,Funded Startup,18,4,75.0,1
334,20333,city_19,0.682,Female,No relevent experience,No enrollment,Graduate,STEM,NGO,83,3,250.0,1
335,6816,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,54,3,250.0,1
336,26209,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,13,21,750.0,1
337,10803,city_114,0.926,Male,Has relevent experience,No enrollment,Phd,STEM,,322,21,,4
338,26411,city_165,0.903,Male,No relevent experience,No enrollment,Phd,STEM,Public Sector,166,2,75.0,1
339,31555,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Business Degree,Pvt Ltd,47,7,750.0,2
340,15564,city_102,0.804,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,15,14,250.0,2
341,28764,city_21,0.624,Male,No relevent experience,Full time course,High School,,,148,1,,0
342,14172,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Business Degree,Pvt Ltd,7,21,30.0,3
343,3068,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,22,3,10500.0,1
344,27164,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,168,21,8.0,1
345,20887,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,21,6,2500.0,1
346,27102,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,No Major,Pvt Ltd,13,8,75.0,1
347,14534,city_114,0.926,Male,Has relevent experience,Part time course,High School,,Pvt Ltd,104,6,2500.0,1
348,9021,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,248,21,30.0,5
349,6527,city_123,0.738,,No relevent experience,Full time course,Graduate,Other,,234,13,,1
350,7615,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,10,21,2500.0,5
351,11392,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,STEM,NGO,90,7,250.0,2
352,33148,city_21,0.624,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,74,2,250.0,2
353,20910,city_71,0.884,Other,No relevent experience,Full time course,Graduate,STEM,,68,2,,1
354,20269,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,144,12,30.0,5
355,23670,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,,29,2,,1
356,19946,city_61,0.913,Female,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,29,21,10500.0,5
357,29652,city_103,0.92,,No relevent experience,No enrollment,Graduate,Business Degree,Pvt Ltd,12,1,75.0,1
358,23770,city_143,0.74,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,127,11,30.0,2
359,24340,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,16,9,2500.0,1
360,18737,city_114,0.926,Male,Has relevent experience,No enrollment,,,Pvt Ltd,75,4,250.0,1
361,24739,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,20,10,10500.0,5
362,31072,city_123,0.738,Male,Has relevent experience,No enrollment,Phd,STEM,Pvt Ltd,113,21,75.0,2
363,32629,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,,332,2,,0
364,4184,city_114,0.926,Female,Has relevent experience,No enrollment,High School,,Pvt Ltd,26,4,250.0,0
365,19028,city_100,0.887,Male,No relevent experience,No enrollment,Masters,STEM,,20,9,8.0,5
366,12295,city_70,0.698,,No relevent experience,No enrollment,Primary School,,,13,1,,0
367,17898,city_100,0.887,Male,No relevent experience,No enrollment,Primary School,,,288,1,,0
368,25160,city_21,0.624,,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,35,6,10500.0,1
369,13000,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,72,21,,5
370,8849,city_23,0.899,Male,Has relevent experience,No enrollment,High School,,,74,21,,1
371,4773,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,42,21,7500.0,5
372,23867,city_114,0.926,Male,No relevent experience,No enrollment,Graduate,Humanities,,40,20,,4
373,25341,city_114,0.926,,Has relevent experience,Part time course,Graduate,STEM,NGO,2,12,30.0,1
374,1456,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,170,15,,4
375,22152,city_103,0.92,,Has relevent experience,Part time course,Masters,STEM,NGO,41,2,10500.0,1
376,6560,city_23,0.899,Female,Has relevent experience,No enrollment,Graduate,STEM,NGO,22,16,75.0,1
377,22829,city_27,0.848,,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,8,21,2500.0,5
378,4745,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,50,5,75.0,1
379,22814,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,101,21,30.0,5
380,23233,city_16,0.91,Male,No relevent experience,No enrollment,High School,,,63,0,,0
381,26370,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,20,21,30.0,1
382,12695,city_179,0.512,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,53,9,30.0,1
383,11888,city_16,0.91,Male,No relevent experience,,Graduate,STEM,Pvt Ltd,12,21,30.0,1
384,319,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,76,14,75.0,5
385,2510,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,17,1,75.0,0
386,5298,city_104,0.924,,Has relevent experience,No enrollment,Graduate,STEM,NGO,7,10,250.0,1
387,18400,city_65,0.802,Male,Has relevent experience,Part time course,Masters,STEM,Pvt Ltd,61,9,750.0,4
388,30849,city_21,0.624,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,8,3,7500.0,1
389,31123,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,Humanities,,68,13,,1
390,15829,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,15,21,30.0,2
391,15578,city_136,0.897,Male,Has relevent experience,No enrollment,Graduate,No Major,Pvt Ltd,22,14,8.0,5
392,4037,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,23,21,75.0,5
393,29658,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,87,21,8.0,2
394,10171,city_61,0.913,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,40,21,30.0,5
395,1937,city_23,0.899,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,14,21,10500.0,4
396,7376,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,128,8,750.0,2
397,25243,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,25,10,75.0,1
398,9234,city_61,0.913,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,220,21,8.0,3
399,8471,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,33,7,75.0,2
400,5367,city_160,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,17,3,2500.0,2
401,5576,city_75,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,26,5,2500.0,2
402,5488,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,4,19,75.0,1
403,18306,city_103,0.92,Male,Has relevent experience,No enrollment,High School,,Early Stage Startup,29,9,30.0,1
404,2063,city_50,0.8959999999999999,,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,11,7,10500.0,1
405,14205,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,23,7,30.0,2
406,16490,city_67,0.855,Male,Has relevent experience,No enrollment,Graduate,STEM,,13,8,,1
407,10560,city_36,0.893,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,80,21,8.0,5
408,23064,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,250,10,7500.0,5
409,32545,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Early Stage Startup,56,20,30.0,1
410,29833,city_115,0.789,Female,No relevent experience,No enrollment,Graduate,STEM,,82,2,,0
411,14200,city_160,0.92,Male,Has relevent experience,No enrollment,Primary School,,Pvt Ltd,66,21,250.0,1
412,29830,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,,16,6,,0
413,21423,city_21,0.624,,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,222,1,75.0,
414,13869,city_114,0.926,Male,No relevent experience,No enrollment,Phd,STEM,Public Sector,63,21,2500.0,5
415,28259,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,81,13,750.0,2
416,9618,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,Humanities,,22,21,,5
417,18209,city_128,0.527,Male,No relevent experience,Full time course,High School,,,25,0,,0
418,27437,city_77,0.83,Male,Has relevent experience,No enrollment,Phd,Business Degree,Pvt Ltd,57,20,75.0,1
419,17129,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,,136,14,,0
420,8349,city_116,0.743,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,72,18,2500.0,4
421,6179,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,28,10,250.0,2
422,28842,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,,32,7,,1
423,26563,city_41,0.8270000000000001,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,30,9,7500.0,2
424,19256,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,40,4,,1
425,25579,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,NGO,35,7,2500.0,3
426,27521,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,160,11,2500.0,5
427,31378,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,14,21,2500.0,5
428,14870,city_11,0.55,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,55,17,2500.0,1
429,11929,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,68,21,10500.0,2
430,14585,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,112,2,10500.0,0
431,32487,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,25,11,10500.0,1
432,15593,city_90,0.698,Male,Has relevent experience,No enrollment,Graduate,STEM,,58,14,,1
433,13170,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,196,16,75.0,1
434,24544,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,18,21,75.0,5
435,11613,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,66,3,8.0,1
436,30221,city_11,0.55,,No relevent experience,Part time course,Graduate,STEM,,10,1,,1
437,28251,city_165,0.903,Other,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,33,3,8.0,1
438,4062,city_36,0.893,Male,Has relevent experience,Full time course,Masters,STEM,Public Sector,42,10,2500.0,4
439,29018,city_102,0.804,Male,Has relevent experience,No enrollment,Graduate,STEM,,73,13,30.0,5
440,26433,city_67,0.855,,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,139,9,250.0,1
441,5489,city_50,0.8959999999999999,Male,Has relevent experience,No enrollment,Graduate,No Major,,20,15,,5
442,19459,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,43,21,,2
443,6017,city_116,0.743,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,102,5,250.0,0
444,24261,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,65,3,10500.0,1
445,16705,city_102,0.804,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,226,6,75.0,2
446,16540,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,53,16,10500.0,1
447,7508,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,84,21,2500.0,4
448,32650,city_173,0.878,Male,No relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,24,3,10500.0,1
